district,sector,latitude,longitude,soil_type,crop_type,planting_year,planting_season,field_size_ha,elevation_m,soil_ph,soil_organic_matter,soil_nitrogen,soil_phosphorus,soil_potassium,avg_temperature,min_temperature,max_temperature,rainfall_mm,rainfall_days,humidity_pct,fertilizer_used,fertilizer_quantity_kg_ha,pesticide_used,irrigation_used,previous_year_yield,yield_tonnes_per_ha
Gisagara,Mugombwa,-2.4345,29.8567,Clay,Banana,2016,B,7.8402178926125785,2399.468002094741,5.485574320734151,3.018318258419318,0.3533338632127253,28.86623121394728,200.73752921989356,20.703806630024197,15.641059299801134,25.484336127618995,1551.41555683665,135,81.38445689722286,1,154.62269107131578,0,0,6.898153209375241,27.245181505175363
Ruhango,Mbuye,-2.2234,29.7789,Clay loam,Coffee,2016,C,8.901516965132595,2362.5545131669382,6.08258977057583,3.506409340149928,0.3033530173147961,18.571515551479667,183.56995908267217,20.0200318105634,14.796710685674356,24.315522837473956,2079.6575368713825,198,72.56655858588375,0,0.0,1,0,6.0422037685109355,1.5918591892250655
Kicukiro,Niboye,-1.9872,30.1097,Clay,Vegetables,2016,A,4.046426720276343,2134.899386924863,5.266697507847873,2.1024790822928496,0.2509839713346516,17.40816653852507,136.01740369906253,23.10443991018865,18.56988123780003,29.637878452491368,1377.3103213729844,145,66.18158114775719,1,117.85375187991812,1,0,9.20546851405276,19.70933170826329
Gatsibo,Rugarama,-1.7506,30.45,Clay loam,Vegetables,2016,C,7.304781601552987,1460.8121469559176,5.846696295408997,2.6721090893722024,0.2622745522683619,25.14985942263186,137.83547044742656,22.918077350337686,19.87950474798676,26.467973529164773,1208.3263407107586,127,54.917243504562954,0,0.0,0,0,1.8367243928429553,14.409681471977425
Nyarugenge,Nyakabanda,-1.9647,30.0397,Clay,Sweet Potato,2016,C,0.8654154001382798,1840.87677860237,5.337138166908033,2.556654140997278,0.24191355977045215,14.149417554540225,143.7173087940758,22.739412149737138,19.328775549825366,30.418791996767638,1354.6546993628751,140,74.46592675979338,0,0.0,1,1,0.5806171147927086,10.344207981411337
Muhanga,Shyogwe,-2.1456,29.7789,Sandy loam,Rice,2016,A,8.654746382344213,1983.5590275148354,5.95629136203923,2.382069611691241,0.225081419550517,22.765994506063855,134.55955049387165,23.65244044268354,18.282495794745515,27.224763272556263,1562.897743375795,152,64.31073134574845,1,240.42033899507956,1,0,7.195450787753405,6.83018656213723
Rulindo,Masoro,-1.6925,30.0481,Clay loam,Maize,2016,A,2.188595968145824,2455.45516263501,5.886368173746999,3.1669140410632943,0.3482706498313355,22.59944161739831,215.54009859801698,20.016349338415328,16.036081196686236,24.46406307738385,1630.4601059537897,166,68.68557336370482,1,119.2953411686553,0,0,1.979397113271783,4.099221795773105
Gisagara,Ndora,-2.4234,29.8567,Sandy loam,Maize,2016,C,0.5537534750522448,2084.5161435365976,6.8989850307270055,3.283161115916219,0.3933351832952411,20.500952423961564,170.25441639279717,19.842548392308114,14.424390951747956,23.889455059536978,1395.6395078304695,128,66.0588919099081,1,266.4603688549855,1,1,9.612338121355954,5.269052084854159
Karongi,Ruganda,-2.0789,29.3567,Clay loam,Sweet Potato,2016,B,3.5537347580257044,2833.5695095729247,5.655315357929176,3.41562730016925,0.3824446609449244,23.570336740772504,107.00308203805498,16.196313224053895,12.60625392167331,22.985544688716253,2200.0,200,83.66776788549072,1,82.09309963314166,1,1,8.463416475259017,12.863420133155207
Huye,Kinazi,-2.5845,29.7567,Sandy clay,Tea,2016,B,0.8309035577194359,2307.1919534372073,6.43405059434941,2.10844547823928,0.21418831401765373,11.829578779135417,125.56191655191573,22.303874153593313,18.27077348863855,28.54496883346294,1699.9081342129857,158,68.51391400541148,1,246.40044810575563,1,0,6.442219952608689,3.314746997673036
Rulindo,Rusiga,-1.77,30.0481,Clay,Sweet Potato,2016,A,9.837548840644883,1643.064219380927,5.651508277472438,2.670366258437537,0.3081466837311086,31.68995842058154,82.24885020600532,24.062683556264954,20.03757641893736,28.447631433201,1135.5111593098313,125,61.93761966445258,1,241.38283288689976,0,0,3.8753842095116844,12.48775220845307
Kamonyi,Nyamiyaga,-2.0567,29.7678,Loam,Sorghum,2016,B,0.4095866396979473,2505.119443344591,6.206704481521902,4.142372244318363,0.41637960762520876,36.17111923375702,203.49104506648249,21.568259187835285,16.09066892470833,25.891751076390317,1874.6609281660978,200,75.66960477835333,0,0.0,1,0,0.8849354916768647,1.485198483572481
Rubavu,Gisenyi,-1.7023,29.2564,Sandy loam,Sorghum,2016,C,7.231210345531374,2752.3663305039877,7.118549776550617,2.8111163948346976,0.2659373067348233,29.841544488496478,143.87101230268277,18.193268740066685,13.324781029183146,21.957712968290668,2200.0,200,84.4296977335491,0,0.0,0,0,0.9740872486535332,1.0279659820939382
Rulindo,Kisaro,-1.7117,30.0481,Sandy loam,Coffee,2016,C,3.5408863835012383,2011.824963247134,6.907623561926096,2.752728688953316,0.22759271941288975,30.479843583387634,125.72475785093825,24.325961852878937,18.629740217621002,29.67761229440277,1408.454820203594,157,73.33410662087616,1,164.38635184335303,0,0,3.4584496618710077,1.5354976079250227
Rwamagana,Karenge,-1.9311,30.3775,Sandy loam,Beans,2016,C,5.705427752720738,1442.0589819326349,6.567154915511499,1.839115988740271,0.2042190410312984,17.09632176584304,60.286795658736025,24.850310207769816,21.602935973817953,31.530046216385927,1105.0879528769242,101,54.651909449161266,1,230.66242559021413,1,1,8.608727165604009,2.7403195675570826
Karongi,Gishyita,-2.1234,29.3789,Clay loam,Coffee,2016,C,5.449235985696347,2817.4015261982577,6.627446190350901,3.7409374921029546,0.3339030055461704,33.32914731101979,229.96172750739058,14.153948121672185,9.082102521219703,19.79411753569132,2200.0,200,79.91156777447779,1,226.99512534577192,0,1,8.005525404506734,2.2435521425496296
Ruhango,Byimana,-2.2456,29.7678,Sandy clay,Cassava,2016,B,8.556544803575038,2047.3538658227365,6.233404175314467,3.1315372876240826,0.29991869891417167,32.46373076469957,211.54109450312436,20.66653865034731,15.34406827285581,26.018576747681358,1566.253653133558,142,70.29527950271765,0,0.0,0,0,2.7159160573142103,10.644536923513865
Bugesera,Kamabuye,-2.1153,30.25,Sandy loam,Tea,2016,C,1.6261448912908807,2029.2849443814812,6.074221059110792,1.833947747345108,0.1679053344656946,11.838529551274133,84.10951782430563,22.86237406496689,17.881214744152857,26.433847470678806,1409.7095172394224,120,64.25910146602389,1,214.17834200249425,1,1,1.568183911178364,2.783848087182037
Huye,Huye,-2.5967,29.7567,Clay,Beans,2016,B,6.8901373067912575,2453.636046451194,5.845367514164823,3.4713950106125075,0.3622373592511121,38.64899522878001,226.85947667505886,16.94824041607709,12.663189564637639,22.27185019707084,1797.5728101166214,194,70.7056178467068,1,274.83929891234106,0,1,2.4428485202815704,1.3919816916380838
Ngororero,Bwira,-1.8234,29.6567,Clay loam,Cassava,2016,C,6.064862241776238,2528.2307936898583,6.102051228575739,2.574637327150129,0.2520434494691389,28.61750416756217,130.48528317332497,18.15804701633402,12.351031427088843,23.117516621013586,2175.3535650938957,200,73.11174272127221,1,253.2717410284549,0,0,9.190743917316663,18.722683854523147
Ruhango,Ntongwe,-2.2567,29.7678,Loam,Cassava,2016,C,0.13610235756829508,2488.9553811309997,6.780558324661452,4.504700233367668,0.38186252186332476,35.42285552546342,140.2796976481298,17.01617491799846,12.71872479038048,22.109200846358036,1764.2073628886749,163,82.30326820014156,1,67.72698058296044,1,0,9.26014414163157,18.72554669641259
Nyagatare,Mimuri,-1.4478,30.505,Clay,Sweet Potato,2016,A,5.78821234623447,1439.9241940654783,5.072628958715873,2.810684647546574,0.2936726514876412,16.93051245996328,178.40257476172883,21.89789534469422,17.647737999775075,27.987760578930757,978.7828385125815,79,63.33318719832505,1,213.66897014305698,1,1,7.097557548557232,13.72088945293634
Nyanza,Nyanza,-2.3789,29.7678,Sandy loam,Coffee,2016,A,0.7336008192486302,2284.3089812468806,6.319567567706224,1.693379432675486,0.15259625965894336,13.113306445534688,94.5538495164212,19.281130565249185,15.5294923884558,23.95336149964081,1768.1743249495453,163,64.56796151253525,1,222.7127938665123,0,0,8.768408897245733,1.981110944200911
Rutsiro,Kigeyo,-1.9567,29.4789,Clay loam,Maize,2016,A,6.523598454075697,2700.8135401979575,5.767198895495049,3.89926933400272,0.37151780571432713,44.373705148462236,160.23235374825148,17.98097856844772,12.395944609864202,21.641372480184305,2089.6806991424655,200,80.37762404785688,1,114.51097350917887,0,1,3.3412620107264077,4.0380213139945145
Nyarugenge,Mageragere,-1.9872,30.0089,Clay loam,Coffee,2016,C,8.045228203606339,2270.299442082725,6.837802306571989,3.652919712918468,0.42434707082660267,24.162027469922137,152.1663547040919,21.977504687178925,17.602101856741754,25.09748441617929,1542.4074959653578,147,65.40198962494989,0,0.0,1,0,2.0506098164736883,1.2640414345892017
Muhanga,Rongi,-2.1789,29.7567,Loam,Coffee,2016,B,1.7620011207201787,2344.88140895479,6.523897358771459,3.823655521325109,0.3958208809531393,26.52887997282725,175.53349236471917,16.838075265207955,13.623458799536825,21.463332883255895,1672.483918955511,164,70.50895342218084,1,85.70706980419152,0,0,2.846707768304913,1.4150228487036656
Nyabihu,Bigogwe,-1.6234,29.5567,Sandy loam,Beans,2016,C,7.581569922650739,2497.543131216123,6.951056068143428,3.0573043021498187,0.2493699125714385,22.282097022366358,200.35905343657302,15.668333079890756,11.44935066075058,18.82533122895446,1773.179805652807,190,76.20121116649587,1,197.33459448763693,0,0,5.689355692227441,1.7756155987210256
Gisagara,Musha,-2.4789,29.8345,Clay loam,Rice,2016,B,4.965763892369273,2469.1476422197275,5.6737073340211115,3.16933001996909,0.2993734469159413,27.93483289860698,156.89012230055394,21.37858361509523,18.362946059664456,29.046666211247068,2118.8202110196003,200,75.35625340991302,1,130.70809735911723,0,0,8.56780246083422,5.8339015393516
Nyanza,Ntyazo,-2.3567,29.7345,Sandy loam,Banana,2016,A,9.570457356222201,2452.479586229876,6.528839743524173,1.6474196373444876,0.14666549317287264,16.60179907905835,84.38235547150387,17.49880320698907,13.914195960336867,20.9042249133205,2007.028499325206,200,76.96279551734486,1,297.48037281873496,0,0,9.879497717386972,23.98405467767819
Nyanza,Nyagisozi,-2.3789,29.7567,Clay,Banana,2016,B,6.994120913718601,2276.0592526666474,5.1656646904117265,2.8822976500936037,0.2979684644286738,22.291501860755375,99.10467686769613,20.521664532858814,14.755065361351758,24.280197610378305,2154.9038378238165,200,77.93795969834193,1,135.45886469025064,1,0,7.387564832249465,24.035606095017805
Ruhango,Ruhango,-2.2678,29.7789,Clay,Vegetables,2016,B,3.6727606336936396,2232.75985885381,6.260042676196724,3.9308791202535485,0.3796679186644674,44.511054024576794,174.96424116480307,18.146240928659214,14.714179854504115,25.600529001197778,1489.1121413342448,133,74.13828638793792,1,198.82988644572376,1,0,8.857225832838505,17.906865426253876
Nyaruguru,Nyabimata,-2.7678,29.6789,Clay,Vegetables,2016,C,1.6074797881557454,2452.3181476913705,5.791811311834343,3.1885071343998375,0.3149677129743652,24.40214049237982,214.14918364544226,21.269717068197018,15.839255862366924,24.34014912901137,1742.8349599188518,157,72.3651173737992,1,184.202970900696,1,0,2.010738742281052,17.76707816963419
Kamonyi,Kayenzi,-2.0567,29.7789,Loam,Maize,2016,A,0.6638333862272435,2298.383626353841,7.17794200008401,4.194282700984798,0.4304555277594089,29.70640373958048,223.8918232433844,18.86333776498711,14.956764684202955,22.19926374760662,1556.777096881997,138,79.74152993923961,1,155.30743342137401,1,0,9.883846655302662,4.522962195052038
Rusizi,Gitambi,-2.6567,29.0678,Loam,Irish Potato,2016,A,2.7451267199897864,3333.247737881283,7.187576822345292,4.567519997668764,0.5176526842705993,33.95857313511182,143.28393793211475,15.299372452600775,10.680255906620882,19.042816814575676,2200.0,200,72.68572814331792,0,0.0,1,0,6.2984368085581135,10.569824172298253
Rwamagana,Gishali,-1.9311,30.35,Clay,Cassava,2016,B,3.4472981152877082,1193.4079135313532,5.4890351784169775,3.291067981760297,0.28329019867463234,17.333796048406484,193.44758717133124,24.944999802157824,19.801511343804776,30.720426054521923,1021.5196901376472,91,65.87514869791767,1,143.66532487815843,0,1,3.515934064509276,24.474158622349137
Rusizi,Nkanka,-2.6234,29.0567,Sandy loam,Maize,2016,A,3.678603740865393,3172.837739651959,6.848369400255404,2.129114232051256,0.19982884379645757,19.09332979845043,143.2661973502146,12.187753800984058,7.617637358571145,19.607599448220547,2200.0,200,89.5666823682287,1,165.94686393883825,0,1,9.93147667350407,3.691170883379584
Gasabo,Ndera,-1.9178,30.1672,Sandy clay,Sweet Potato,2016,C,0.2712103600941176,1729.8166858401808,6.123223130049405,3.062028387009062,0.29010596293361796,24.209570635947006,168.86282262683227,25.378481630192983,22.269927237594207,29.596786692902207,1002.3458337548013,100,59.617315034897054,0,0.0,1,0,3.2319316144733197,10.67071791543058
Ngoma,Jarama,-2.1733,30.4775,Sandy clay,Banana,2016,B,2.0560513490697225,1505.386718352256,6.955440599123128,2.4893462820250956,0.27352684075977474,18.45886280566557,126.68676280187331,21.58991448689953,16.323417280809167,24.637445498990058,1034.8583664329021,112,66.67232196906731,0,0.0,0,1,3.9316159847257195,28.996112091401073
Nyanza,Busasamana,-2.3519,29.7467,Clay,Beans,2016,B,9.469180290131733,2541.161292725602,5.590580609798293,2.358989254485296,0.2381020793462572,23.925704768840387,122.98286402790687,16.581809718871458,12.520421762464743,22.774673407399618,1844.3510201518513,185,71.18371415501943,1,170.61886110445812,1,1,0.932290259007813,1.610965719999891
Rusizi,Nyakarenzo,-2.6234,29.0678,Clay,Sweet Potato,2016,B,4.360886918359147,3113.248005109829,5.6807568218854705,3.758652998031647,0.35255907213230386,36.42001047410075,151.5184681720991,15.145062629691239,10.09523279842407,19.492255083431697,2184.7935508880596,200,90.0,1,259.099001820999,1,0,5.572166836119931,11.104510860690121
Rwamagana,Nyakariro,-1.97,30.35,Sandy clay,Rice,2016,C,9.26089382662412,1609.698853326726,6.019156043327655,3.439959616164874,0.36375960254164363,23.724287342217593,120.15829962644601,21.379644855199242,16.03165607451092,27.32019512176403,757.0220258934203,93,61.02669189394647,0,0.0,0,0,5.890672887012493,4.637997604744073
Rutsiro,Gihango,-1.9456,29.4678,Sandy loam,Coffee,2016,B,8.174655533299829,2479.3367539544333,6.559722994991195,2.244847392350014,0.19446333256871587,17.433202432421577,95.75027581665272,17.558220546181307,14.19036288480899,22.038806199240852,1848.5909697589052,174,79.27132790591415,1,165.17474693652457,0,1,5.675750930793721,1.8394810084989057
Burera,Bungwe,-1.4478,29.85,Clay loam,Beans,2016,C,5.5734069959051356,1969.6288134916167,6.434314223530905,3.0192281973478408,0.3527843922567678,33.78149117253826,102.4115854535527,22.549516546458214,17.12521960497768,29.72738999434369,1539.6510224793597,139,55.940887353654844,1,156.03772001456662,0,0,9.860897292860022,2.239887825328056
Nyamagabe,Mugano,-2.4789,29.5567,Loam,Tea,2016,C,4.961343735546535,2418.8578033423864,6.941168414725413,2.8005049089811243,0.32580471506173975,24.273045102287995,152.1221083121799,21.014257110257418,15.78079194040962,24.54247135460863,2200.0,200,76.22565649197564,1,254.46851589761815,1,1,2.047702995270262,3.08545615980676
Nyagatare,Mimuri,-1.4478,30.505,Clay,Rice,2016,C,3.7078254322189865,1836.6549481304273,5.979696005434484,2.8734451163113333,0.2529992729364287,24.891293431244378,125.99313276087967,22.44283109738678,18.74644529107746,25.68089298952422,1144.3785339241551,121,62.315151484714335,1,195.2869787433151,1,0,9.081489341878765,8.76738446531579
Ngoma,Zaza,-2.2122,30.4775,Sandy clay,Rice,2016,A,4.968760402620303,1596.1590308130772,6.27216463300068,3.45378646765118,0.3444521451371593,29.317339466610985,238.5305594939258,21.670701603605984,17.6937014067717,24.823117905162924,1095.7928251440155,115,62.93317028382032,1,204.07691246167352,0,1,4.797335472310043,9.247440727794286
Bugesera,Kamabuye,-2.1153,30.25,Sandy loam,Vegetables,2016,C,1.5418933806623278,1919.9655825360162,6.805704306480134,2.1970933032067554,0.25754159135499083,20.61776010386482,73.29113961552638,24.510400724691227,20.703776176666683,28.72924819010486,1058.4746870493766,99,68.33257485778705,1,81.51315223810172,0,0,2.3570923604532776,14.039886083422566
Muhanga,Nyarusange,-2.1678,29.7789,Sandy clay,Coffee,2016,B,8.743715399528408,2073.8998754758204,6.060760128948178,2.9709033937148774,0.347808710173593,24.32429743033314,120.72307359330067,23.582476363761884,19.512749865913268,27.745598593808758,1705.0456864067608,178,69.49815854083775,1,58.04610080385054,0,1,5.564248812084003,1.9126635571945707
Nyabihu,Kabatwa,-1.6678,29.5567,Clay loam,Vegetables,2016,B,8.605900712095695,2543.471466849192,6.306436901121032,3.5337170510746345,0.3496053534742012,34.536204652941386,195.6057836812508,18.00831423022373,12.310214643460949,23.604631302662952,1922.4432646963696,200,72.56927773350087,1,238.58981358903137,0,1,6.958509130158293,19.69614609531301
Ruhango,Byimana,-2.2456,29.7678,Sandy clay,Cassava,2016,B,2.130305441887112,2718.5404158169536,6.10046634884667,2.5276042168646695,0.257684321647944,27.810789722499354,127.81291218776997,16.67941215134313,13.394732649035573,22.676720530276413,1801.6617936347293,187,71.29939836640958,1,176.66929427677434,1,0,6.688862264302667,20.440659839624825
Musanze,Nyange,-1.5778,29.6111,Sandy loam,Tea,2016,A,8.344687070301168,2284.4001736544437,6.859844876245447,2.536661574019663,0.24643323989893026,14.071976863399689,88.44009559574428,21.235035892636322,18.031764044300516,28.77416661728275,1831.5257525844997,200,68.77054573362155,1,218.06312501855336,0,1,9.109540274253387,3.370543878240465
Gakenke,Ruli,-1.77,29.85,Sandy loam,Irish Potato,2016,B,7.475155464762843,2329.800951848768,6.2588177393549,2.2519222043227076,0.2203332231807102,16.17925802815895,91.74818432310586,19.680876743035157,14.241423140072625,24.16632000897136,1757.7829177308888,177,67.35607895185,0,0.0,1,0,9.393819640594495,8.80028488652626
Nyabihu,Rambura,-1.6678,29.5789,Clay loam,Sorghum,2016,C,2.3502938316613857,2526.7153068989073,6.386499938628931,3.578836385506934,0.3381364568478731,41.32724241101227,230.8477220715798,16.497448116598488,13.026271464301072,21.742887902441375,1893.9535549883476,190,82.69924121409741,0,0.0,1,0,9.077672473684308,3.1980450470173327
Nyamasheke,Ruharambuga,-2.3789,29.1567,Sandy loam,Vegetables,2016,B,4.56117180424424,2926.375735628157,6.028001608292959,2.968646816437049,0.24225912730227864,18.30829499237985,142.88508538471478,17.89725637352427,13.35184335314097,24.543516239166344,2200.0,200,77.34206254737052,1,204.40951263588624,1,0,9.646948015806657,16.010928897121477
Kamonyi,Rukoma,-2.0789,29.7567,Sandy loam,Banana,2016,A,7.174376364983554,1991.3044216520684,6.49629185237759,2.8963152880396903,0.244231509462947,24.742017390215864,147.95650846709722,18.798067574025225,13.320501311446868,24.271685064539703,1262.4456114237114,121,65.9010726832289,1,262.68267114650934,0,0,3.3182431731215782,28.95062206920253
Kirehe,Gatore,-2.2506,30.6775,Sandy clay,Maize,2016,A,0.7973558611055775,1657.2684040733407,5.7051325354200815,3.4258954038892426,0.32630191759455235,39.499491782901075,200.7800451998334,21.981738924733957,16.075211703438782,26.57884941830498,1070.584586220227,122,61.04133816678317,1,214.25022165788704,1,0,3.659662801761691,4.76815040034157
Nyarugenge,Nyamirambo,-1.975,30.0397,Sandy loam,Beans,2016,A,8.029283188626476,1824.5344821669871,6.8984725972779835,1.5434816156733497,0.13466640125222368,8.70118768628927,61.807191629500544,21.33478268542154,16.39315528193681,25.139199524131836,1551.5139398985502,166,78.43244928433658,0,0.0,1,0,6.104787244646198,1.3319206800708698
Rutsiro,Mushonyi,-1.9678,29.4789,Sandy clay,Sorghum,2016,C,0.20461203353075216,2258.217009390143,6.755106354917379,3.253400168369045,0.38323865669214524,30.36663503701284,192.76189666044417,17.354728697153774,12.778614857799234,24.463279840281444,1674.9031688327962,164,71.346600647,1,283.41438635206794,1,0,3.6730068288526416,3.07471853565328
Gasabo,Nduba,-1.8794,30.1372,Clay,Maize,2016,A,8.511150746459691,1676.9347058051858,5.115216541459881,3.5061152198298187,0.31151628240635754,30.47429308522963,128.99984457016654,25.576727771055964,21.12362331702799,31.446041640869215,1051.3927748319397,120,65.62394881700136,1,65.29497022960163,1,0,9.422466662117666,4.5134219902074495
Nyamagabe,Mbazi,-2.4678,29.5789,Clay loam,Sorghum,2016,A,0.5971380527159886,2562.124795171962,5.668419408758612,3.380580092017392,0.30124489873927246,19.312785487540754,199.98605987365283,20.71043207132295,15.828553168598429,24.473916123555753,2036.1170964992466,200,68.45933545130177,1,117.70803508498982,1,0,0.5398730278903694,1.918520396485264
Kayonza,Murundi,-1.8172,30.505,Sandy clay,Beans,2016,C,6.299528409499598,1408.0978646790104,5.902220096448664,2.460895395237295,0.23671762243875025,17.197230868055737,76.39166145286886,27.75393454520483,22.09587749107406,31.7998458097722,723.1792458839968,63,54.7538979585968,1,167.02551111240132,1,1,7.632501912010827,2.4559762552237197
Rulindo,Shyorongi,-1.7894,29.9931,Sandy loam,Banana,2016,C,6.976760645660717,1920.9304103214704,6.296614955126539,1.561454359300999,0.1631243815371756,15.772195425368555,94.38751232723989,20.42911968376509,16.216412416246655,27.309769546837085,1194.067942534371,128,68.33941751476931,1,235.03580169023823,0,1,5.169362293846013,28.521759648309
Rubavu,Nyamyumba,-1.6789,29.2789,Clay,Banana,2016,C,4.563481157914328,2764.963481830179,5.760320666048305,3.465480428671585,0.3044785366895845,31.56048911060826,220.81218446120963,17.173544383712407,13.056733609332376,20.574687197300936,2035.511814324616,189,76.71441674796719,1,140.09960127987864,1,1,3.5794668281406445,29.52186482105925
Muhanga,Rugendabari,-2.1234,29.7678,Clay,Sweet Potato,2016,C,5.010176920258136,2252.315043802794,6.480534622972213,2.5967072613057667,0.23841628070114138,13.923339192351747,157.63001053160824,19.546021299084195,14.393045480671073,27.243844815257592,1507.9882263920877,130,79.44683413640962,1,174.6561158165709,1,1,4.313784572317534,11.880256010298949
Rwamagana,Rukara,-1.9894,30.35,Clay loam,Vegetables,2016,C,6.172919989060196,1750.8740503165907,5.904454247825014,4.072336842898743,0.4387414851001713,42.948724387036236,163.98462321841043,22.46215731256129,17.484816747696648,27.660999832002005,1581.8092568622915,147,71.93548733670568,1,88.77340156775058,0,0,3.1593314057362125,15.397489816087523
Huye,Mbazi,-2.5934,29.7654,Clay loam,Maize,2016,A,5.698174102347478,2516.950024794452,5.786774558645974,4.089901865649354,0.40571114757379334,48.09651963858688,162.31546468385358,16.958254204802145,12.45526369496556,21.709263831366986,2075.9663282731926,188,85.35582271137326,0,0.0,0,0,0.8672872360565151,2.064604308482182
Bugesera,Rilima,-2.1733,30.2775,Clay,Cassava,2016,A,4.914570249765362,1783.5806127198844,5.165931230348432,2.4399030354685918,0.24940347299801333,14.610121346308164,110.99207137723563,22.097563644145815,16.14218497311744,26.854837490574404,1234.32121094713,134,64.23102868265434,0,0.0,1,0,9.273656190894147,16.03977954926978
Rwamagana,Fumbwe,-1.9506,30.35,Clay loam,Sorghum,2016,B,9.862111516354657,1739.050720864754,6.625249474564686,3.9943802422113386,0.3205891414746326,34.760126482033755,186.53641529424755,25.697268941520157,22.108846544937162,33.648020643445356,1529.8132112289713,140,57.74111680934715,0,0.0,1,0,0.6817003309254384,1.840317818524708
Nyaruguru,Kivu,-2.7678,29.6678,Clay,Rice,2016,A,1.1178624236874302,2573.280005994798,5.782777916742927,2.271300211874416,0.21681741934107604,12.719214533075133,80.79522413579986,14.935297802535661,11.906664924788537,19.83673725004992,2200.0,200,85.7965684065912,0,0.0,1,0,6.290827808095694,5.426089285244322
Musanze,Musanze,-1.5778,29.5561,Sandy clay,Coffee,2016,C,6.972895600349058,2536.8366280810187,6.609004293844001,2.8822058329083022,0.2519250734748042,25.605214946570182,169.73117113537253,18.26365212983304,13.85911884119244,25.794981092698286,1974.24198275758,192,78.88182377398574,1,82.69977786033998,1,0,5.160546856242833,1.838042451511042
Nyamagabe,Rugano,-2.4456,29.5678,Clay,Irish Potato,2016,A,2.14883620429143,2300.193282361442,6.014156964881238,3.058042681119048,0.2496184852136466,32.57231408840072,174.97161542421435,21.64120261092602,15.94881316018368,24.906973038111417,1826.504699050106,171,71.6682116738371,1,76.404261315434,1,0,3.0205786656143383,14.704755860828637
Nyamagabe,Kibumbwe,-2.4456,29.5567,Clay,Banana,2016,C,9.477311177184626,2894.7548434144283,6.3079885609957,2.5013240694229344,0.2739267751882412,20.47336584746754,173.71830378982014,15.846923778185054,10.643363304642754,21.321351983709228,2200.0,200,80.08244163047088,0,0.0,1,1,2.8713932095139705,24.959270618091395
Kayonza,Rukara,-1.8756,30.4775,Sandy clay,Irish Potato,2016,A,2.0853130518885403,1801.5791321375511,5.695321192493059,2.7043762090251726,0.24474902940122406,20.36226515657874,96.67349172176958,19.599986427719056,13.968507021665022,22.659150607117915,1068.0283081819646,123,63.99957057154195,1,65.35164578528043,1,0,9.185198075269543,14.472928974525189
Kicukiro,Gikondo,-1.975,30.0756,Sandy loam,Coffee,2016,B,9.735740087053728,2115.1120060529147,6.540828341337927,2.5288928562706197,0.23071109260670808,21.61955796676837,154.09288200888483,21.106221470070913,15.198871877248697,24.890068656745925,1646.1486153775072,171,74.29205491717583,0,0.0,0,1,8.186320000131772,2.0231435665523287
Muhanga,Rongi,-2.1789,29.7567,Loam,Banana,2016,B,7.986302789938291,2519.3972920448264,6.210785586270129,4.268984801222102,0.4000703575596401,31.107011026494554,169.54865191972192,19.08673634602655,13.38552039033135,23.622148411443256,1845.9027560847762,200,80.28365222990907,1,94.00820027000019,0,0,1.2143320531666857,25.756761848673676
Rusizi,Nzahaha,-2.6453,29.0789,Sandy loam,Tea,2016,B,3.495935350535764,3030.6612186766893,6.681107589418165,3.0759405348165276,0.3514131146624119,21.93379516717007,129.31818329005878,13.735272098286487,8.854356371868176,16.792734446454176,2200.0,200,87.56598083430353,1,198.82768796086253,0,0,0.6925669538939997,2.232191748515878
Rutsiro,Murunda,-1.9456,29.4567,Sandy loam,Vegetables,2016,A,7.11289266062499,2535.7831889624053,5.818386723193907,2.208923240591773,0.20124346583737088,24.933597009085034,107.54125944443241,17.83542429484678,12.66381117990263,25.38349327926134,1950.1319149553474,200,78.42527061669342,0,0.0,0,0,6.724227229930241,8.313318128697835
Rusizi,Rwimbogo,-2.6567,29.0567,Clay loam,Sorghum,2016,A,2.9157612066475367,2718.35531590968,5.743718730065355,2.6287858929324726,0.2854087000307247,17.151088562210216,97.4357836157681,15.95567187716035,12.404687260814693,19.005440005727174,1695.1374534478998,186,70.94050834364765,0,0.0,0,0,5.68444761021101,1.5840427238198462
Ngororero,Gatumba,-1.8456,29.6678,Sandy clay,Beans,2016,B,3.4799813010117386,1999.9888005301448,6.327295979398424,3.200954939380283,0.357510291564003,17.395003276588156,106.48061749346464,20.114701041894794,15.57213649913176,25.146075044692726,2040.8395714111296,193,73.3317544648425,0,0.0,1,1,9.254638960369352,2.0474419758448668
Burera,Rusarabuye,-1.5061,29.85,Sandy loam,Rice,2016,C,7.830175750768189,2242.890216508654,6.675937061894869,1.7968202467652743,0.21067056818309673,13.9503093522422,84.67879717914352,17.665579868833444,14.609913251623862,23.714638158726952,1825.0906231573906,189,69.42353884113375,1,279.3238991537213,0,0,8.593342116676995,7.9147006613104445
Rubavu,Gisenyi,-1.7023,29.2564,Sandy loam,Cassava,2016,C,3.3099178511034206,3053.9085022372547,6.332928206033952,2.5551443864389185,0.2817977607378382,28.683649263830077,149.90622345762552,16.55507283045196,10.581808365087111,20.228852387485382,2200.0,200,79.51859759489625,1,238.809132799988,0,1,1.2277276294029964,20.73359638410302
